Entrez	Gene Symbol	P-value	Beta
2009	EML1	2e-09	0.0122
5927	KDM5A	3e-09	0.0121
1373	CPS1	3e-09	0.0128
57619	SHROOM3	3e-09	0.0113
65979	PHACTR4	3e-09	0.0212
54986	ULK4	3e-09	0.0181
744	MPPED2	3e-09	0.0125
56521	DNAJC12	3e-09	0.0161
79068	FTO	4e-09	0.0117
3232	HOXD3	4e-09	0.0142
80731	THSD7B	4e-09	0.013
54454	ATAD2B	4e-09	0.014
4925	NUCB2	5e-09	0.0137
2099	ESR1	6e-09	0.0215
29789	OLA1	7e-09	0.0131
10144	FAM13A	8e-09	0.013
4792	NFKBIA	8e-09	0.0113
5530	PPP3CA	8e-09	0.0113
5789	PTPRD	9e-09	0.0187
92521	SPECC1	1e-08	0.0129
2241	FER	1e-08	0.0212
6774	STAT3	1e-08	0.014
23022	PALLD	1e-08	0.0116
204474	PDILT	1e-08	0.0133
51075	TMX2	1e-08	0.0142
6810	STX4	1e-08	0.0679
5303	PIN4	1e-08	0.0133
23516	SLC39A14	1e-08	0.013
64093	SMOC1	1e-08	0.0108
55689	YEATS2	2e-08	0.0107
56981	PRDM11	2e-08	0.013
858	CAV2	2e-08	0.0124
10775	POP4	2e-08	0.014
5265	SERPINA1	2e-08	0.045
66005	CHID1	2e-08	0.0219
1012	CDH13	2e-08	0.0129
54971	BANP	2e-08	0.011
51252	FAM178B	3e-08	0.0128
11078	TRIOBP	3e-08	0.0147
23090	ZNF423	3e-08	0.0108
84959	UBASH3B	3e-08	0.0134
2624	GATA2	3e-08	0.0376
51564	HDAC7	4e-08	0.0198
56479	KCNQ5	4e-08	0.0164
4143	MAT1A	4e-08	0.0119
9320	TRIP12	4e-08	0.0155
905	CCNT2	4e-08	0.0118
79815	NIPAL2	5e-08	0.0131
9736	USP34	5e-08	0.0177
3054	HCFC1	5e-08	0.0116
2662	GDF10	5e-08	0.0119
9866	TRIM66	5e-08	0.0126
